DEC_LAT,DEC_LONG
40.2867,-79.4438
40.1302,-79.5676
40.2832,-79.5165
40.2487,-79.4479
40.1517,-79.5369
40.2881,-79.5701
40.2133,-79.7232
40.1099,-79.5852
40.2283,-79.6128
40.3279,-79.7375
40.5467,-79.7319
40.3104,-79.623
40.2142,-79.6415
40.3023,-79.5525
40.3001,-79.3713
40.3073,-79.5956
40.577,-79.59
40.4175,-79.6473
40.2728,-79.4938
40.3123,-79.5793
40.1836,-79.1423
40.6378,-79.6552
40.551,-79.6611
40.2142,-79.6059
40.5975,-79.5731
40.3082,-79.7097
40.3384,-79.7066
40.319,-79.6882
40.5987,-79.5657
40.3222,-79.4106
40.1893,-79.851
40.1851,-79.8329
40.2443,-79.5912
40.2092,-79.6055
40.6225,-79.6389
40.4043,-79.5413
40.1323,-79.7287
40.2609,-79.6443
40.326,-79.695
40.2087,-79.6054
40.3259,-79.6949
40.3621,-79.668
40.5763,-79.7501
40.1586,-79.7783
40.6014,-79.6786
40.2583,-79.1513
40.5195,-79.4824
40.1577,-79.8563
40.1249,-79.5565
40.1746,-79.7477
40.3643,-79.6393
40.2027,-79.8372
40.5843,-79.705
40.1346,-79.5481
40.3096,-79.5123
40.3111,-79.5319
40.3488,-79.575
40.3384,-79.7485
,
40.3272,-79.6982
40.3151,-79.6502
40.3231,-79.6155
40.2637,-79.5648
40.5633,-79.7101
40.3809,-79.6985
40.3171,-79.6837
40.2931,-79.726
40.1332,-79.5482
40.2844,-79.6659
40.5655,-79.5695
40.3116,-79.6782
40.3391,-79.75
40.4625,-79.6472
40.5869,-79.7494
40.2694,-79.5398
40.3263,-79.651
40.1135,-79.3898
40.3225,-79.5698
40.1263,-79.5495
40.2038,-79.7602
40.1359,-79.843
40.3034,-79.5385
40.5983,-79.6076
40.3213,-79.6943
40.3524,-79.4673
40.1685,-79.5894
40.3157,-79.3332
40.4272,-79.6846
40.1595,-79.8212
40.4243,-79.6669
40.2267,-79.7284
40.4224,-79.6616
40.3034,-79.555
40.3296,-79.7343
40.3268,-79.7533
40.1582,-79.5672
40.1396,-79.8546
40.3345,-79.744
40.3489,-79.6413
40.5669,-79.7412
40.3012,-79.5504
40.2957,-79.5557
40.3076,-79.3644
40.2856,-79.437
40.6101,-79.6136
40.3031,-79.5329
40.3014,-79.7279
40.3207,-79.7128
40.3892,-79.568
40.3956,-79.4403
40.1452,-79.8388
40.3374,-79.3011
40.1283,-79.8187
40.3026,-79.5432
40.1907,-79.8275
40.2584,-79.3054
40.2849,-79.3901
40.3243,-79.3075
40.3107,-79.6192
40.2332,-79.5836
40.4715,-79.5315
40.3222,-79.6873
40.2854,-79.5892
40.2582,-79.4784
40.3292,-79.4892
40.3028,-79.3365
40.1872,-79.5442
40.2269,-79.427
40.1763,-79.5005
40.2234,-79.6056
40.2381,-79.6239
40.3968,-79.6931
40.3923,-79.6883
40.5077,-79.682
40.34,-79.7537
40.3207,-79.3386
40.1779,-79.6295
40.4181,-79.6255
40.2737,-79.5554
40.1296,-79.8678
40.3193,-79.452
40.3771,-79.6241
40.5987,-79.568
40.395,-79.6336
40.5877,-79.7466
40.2888,-79.448
40.3843,-79.5706
40.4267,-79.5765
40.4888,-79.4614
40.1294,-79.5535
40.2052,-79.3938
40.1471,-79.53
40.3401,-79.7544
40.3665,-79.3156
40.3311,-79.6885
40.3186,-79.6787
40.4067,-79.7184
40.3463,-79.6568
40.3382,-79.6259
40.3414,-79.7579
40.3055,-79.5443
40.2758,-79.5546
40.3551,-79.6511
40.4102,-79.5725
40.2415,-79.5813
40.5754,-79.7422
40.3256,-79.7136
40.3362,-79.5526
40.216,-79.6132
40.3997,-79.6895
40.5795,-79.7492
40.367,-79.4651
40.4122,-79.3834
40.4838,-79.4545
40.4002,-79.5095
40.4029,-79.5228
40.4329,-79.5802
40.4894,-79.5985
40.1774,-79.8486
40.2879,-79.5796
40.2962,-79.4768
40.3223,-79.5362
40.2637,-79.5648
40.5998,-79.5673
40.4273,-79.6937
40.5683,-79.733
40.3551,-79.6511
40.4044,-79.4227
40.1658,-79.7451
40.204,-79.7597
40.3761,-79.6747
40.3026,-79.5434
40.143,-79.8644
40.389,-79.7247
40.3164,-79.6819
40.2803,-79.5035
40.2912,-79.3837
40.1565,-79.7718
40.137,-79.8423
40.3617,-79.4712
40.2612,-79.705
40.3671,-79.661
40.3494,-79.7671
40.2865,-79.4424
40.4172,-79.3707
40.398,-79.4217
40.5126,-79.5233
40.3551,-79.6511
40.2633,-79.3151
40.3198,-79.6162
40.3059,-79.5434
,
40.2429,-79.5758
40.2535,-79.5493
40.2869,-79.5318
40.3113,-79.53
40.313,-79.4901
40.3024,-79.5188
40.3716,-79.6785
40.2055,-79.5669
40.4271,-79.701
40.3217,-79.4248
40.3015,-79.5047
40.2496,-79.6915
40.2793,-79.3089
40.2787,-79.6423
40.3691,-79.5338
40.47,-79.5904
40.3272,-79.7176
40.6164,-79.6243
40.433,-79.4978
40.3905,-79.4423
40.4163,-79.5695
40.3244,-79.6244
40.3158,-79.6935
40.6155,-79.6257
40.5108,-79.6534
40.3089,-79.5389
40.3388,-79.7494
40.1918,-79.6177
40.2966,-79.3625
40.3805,-79.4169
40.1954,-79.7318
40.3545,-79.6493
40.3559,-79.7698
40.3495,-79.3196
40.3104,-79.3616
40.3135,-79.4902
40.3617,-79.3364
40.4075,-79.3394
40.2591,-79.6131
40.3213,-79.6807
40.3275,-79.6856
40.3332,-79.7425
40.4285,-79.7014
40.2163,-79.6315
40.2928,-79.5438
40.43,-79.6978
40.307,-79.5392
40.3573,-79.7374
40.3112,-79.4899
40.2877,-79.5615
40.3464,-79.6372
40.2904,-79.464
40.1769,-79.3225
40.2869,-79.5318
40.1999,-79.6887
40.2658,-79.6624
,
40.3015,-79.4925
40.6066,-79.672
40.4635,-79.6391
40.5019,-79.6771
40.15,-79.9
40.1853,-79.695
40.5454,-79.7005
40.2925,-79.5417
40.3352,-79.7662
40.1509,-79.4295
40.142,-79.4173
40.5391,-79.6459
40.2632,-79.7081
40.1053,-79.2387
40.3174,-79.6841
40.2219,-79.7017
40.3068,-79.4749
40.3285,-79.7288
40.3076,-79.5716
40.3067,-79.6549
40.3925,-79.6884
40.3275,-79.7194
40.4514,-79.5864
40.3285,-79.7166
40.137,-79.8429
40.3359,-79.7451
40.5877,-79.7466
40.5521,-79.6977
40.2982,-79.523
40.4271,-79.7008
40.2506,-79.2252
40.254,-79.571
40.3981,-79.5719
40.2789,-79.173
40.1973,-79.8303
40.1074,-79.3783
40.3141,-79.4748
40.2077,-79.6765
,
40.2524,-79.5716
40.3458,-79.4913
40.4079,-79.6118
40.5214,-79.6965
40.2466,-79.246
40.2911,-79.4658
40.2858,-79.3223
40.3095,-79.5989
40.3162,-79.3281
40.1718,-79.5023
40.5627,-79.7487
40.1227,-79.5505
40.406,-79.717
40.2448,-79.2406
40.5843,-79.705
40.2631,-79.2704
40.5981,-79.7276
40.2443,-79.5912
40.3061,-79.3649
40.137,-79.8429
40.3519,-79.3751
40.2093,-79.3956
40.1263,-79.5495
40.2399,-79.4518
40.303,-79.5063
40.1384,-79.8426
40.3064,-79.5749
40.4232,-79.6944
40.3334,-79.7429
40.2857,-79.5142
40.3024,-79.5188
40.5683,-79.7524
40.3288,-79.736
40.3195,-79.6898
40.3054,-79.7268
40.3021,-79.5229
40.2335,-79.6869
40.573,-79.5672
40.4106,-79.3926
40.1431,-79.8652
,
40.2235,-79.6057
40.3182,-79.3836
40.5477,-79.7332
40.3972,-79.713
40.2876,-79.3715
40.2155,-79.3562
40.18,-79.6375
40.1431,-79.4847
40.3393,-79.7506
40.389,-79.7247
40.6027,-79.5617
40.319,-79.6882
40.3723,-79.6847
40.5649,-79.7685
40.4035,-79.5969
40.3896,-79.7274
40.3086,-79.5977
40.1062,-79.3747
40.3105,-79.6011
40.3336,-79.3734
40.4334,-79.2839
40.2252,-79.7592
40.5683,-79.7524
40.6187,-79.6188
40.3109,-79.6175
40.3072,-79.4035
40.3092,-79.3634
40.6125,-79.6207
40.2783,-79.6338
40.4304,-79.5619
40.4211,-79.6206
40.3701,-79.5551
40.3616,-79.6791
40.2956,-79.5556
40.2587,-79.4546
40.1415,-79.5589
40.3277,-79.7209
40.3036,-79.3692
40.1761,-79.6236
40.2155,-79.5915
40.2848,-79.4615
40.421,-79.4174
40.3307,-79.7395
40.2958,-79.3975
40.3135,-79.4902
40.2398,-79.5779
40.3055,-79.5783
40.4102,-79.5725
40.2932,-79.5416
40.339,-79.7501
40.2806,-79.4753
40.5765,-79.7503
40.3185,-79.6824
40.4037,-79.5287
40.4428,-79.4319
40.5633,-79.768
40.2651,-79.2867
40.2204,-79.6055
40.1649,-79.6389
40.1734,-79.8204
40.318,-79.3867
40.2867,-79.3189
40.5681,-79.767
40.3097,-79.5468
40.3779,-79.0759
40.2654,-79.563
40.1668,-79.6023
40.3515,-79.7452
40.1725,-79.3107
40.2955,-79.394
40.1234,-79.4127
40.3223,-79.3561
40.5852,-79.7088
40.286,-79.3822
40.2588,-79.7474
40.3203,-79.3807
40.2443,-79.2365
40.1887,-79.7964
40.5949,-79.5815
40.295,-79.5427
40.5987,-79.687
40.4663,-79.5896
40.3123,-79.5793
40.3038,-79.3356
40.307,-79.5754
40.5695,-79.7625
40.4159,-79.5906
40.3279,-79.7375
40.1568,-79.8241
40.3379,-79.4409
40.1344,-79.5927
40.1401,-79.8374
40.3836,-79.6786
40.1909,-79.1547
40.3297,-79.6086
40.1869,-79.818
40.6004,-79.7067
40.3324,-79.7416
40.4378,-79.7011
40.2421,-79.5028
40.231,-79.7946
40.3108,-79.5333
40.2849,-79.3901
40.3015,-79.4179
40.2131,-79.4767
40.3072,-79.6739
40.2949,-79.4022
40.3845,-79.7083
40.32,-79.7456
40.4694,-79.6898
40.5918,-79.6024
40.4257,-79.6737
40.3474,-79.6383
40.2844,-79.3936
40.164,-79.6249
40.1392,-79.8424
40.6161,-79.6269
40.4095,-79.2643
40.2216,-79.5993
40.3597,-79.7704
40.574,-79.5691
40.5371,-79.5935
40.5543,-79.5895
40.3253,-79.6374
40.2436,-79.5764
40.2864,-79.548
40.1755,-79.6176
40.3631,-79.6788
40.5582,-79.76
40.1584,-79.7783
40.2455,-79.2448
40.3348,-79.7097
40.3361,-79.7453
40.3214,-79.6946
40.4116,-79.5714
40.4328,-79.6944
40.5746,-79.7581
40.3172,-79.6838
40.4194,-79.6937
40.3101,-79.6004
40.2871,-79.5318
40.161,-79.7611
40.2187,-79.6856
40.1814,-79.8485
40.5749,-79.7661
40.2179,-79.6077
40.4195,-79.6537
40.1546,-79.5604
40.1457,-79.8149
40.1339,-79.8628
40.4438,-79.6684
,
40.3024,-79.5267
40.2821,-79.55
40.304,-79.7272
40.5964,-79.629
40.5593,-79.7598
40.3569,-79.4722
40.2994,-79.5776
40.419,-79.5078
40.4285,-79.7014
40.3999,-79.6894
40.6558,-79.6682
40.3174,-79.6733
40.5789,-79.768
40.3262,-79.7132
40.5919,-79.7322
40.1258,-79.5514
40.2219,-79.6634
40.3075,-79.5759
40.1869,-79.4728
40.2772,-79.4832
40.4227,-79.6623
40.5799,-79.719
40.4195,-79.6537
40.2969,-79.5394
40.303,-79.5322
40.3542,-79.6489
40.3046,-79.5082
40.1412,-79.4158
40.427,-79.6833
40.5118,-79.6473
40.2936,-79.5415
40.2536,-79.4083
40.5633,-79.768
,
40.3164,-79.6819
40.3492,-79.6421
40.3015,-79.5563
40.3613,-79.6328
40.5706,-79.575
40.5665,-79.7641
40.2009,-79.836
40.3389,-79.6263
40.59,-79.7379
40.1588,-79.872
40.5156,-79.6895
40.2426,-79.577
40.2915,-79.3412
40.2695,-79.4043
40.0686,-79.288
40.4054,-79.7152
40.3194,-79.3457
40.1067,-79.3758
40.2315,-79.709
40.2995,-79.394
40.279,-79.6102
40.3036,-79.5397
40.5045,-79.6765
40.3185,-79.6824
40.5599,-79.7594
40.5349,-79.6493
40.5272,-79.5988
40.5137,-79.6451
40.6005,-79.5813
40.5962,-79.5872
40.5246,-79.7007
40.3063,-79.5652
40.2075,-79.5722
40.1509,-79.4295
40.2041,-79.5638
40.2107,-79.7779
40.1983,-79.2346
40.4028,-79.4102
40.5396,-79.7214
40.3172,-79.6839
40.4,-79.6116
40.4136,-79.5724
40.3276,-79.7013
40.3549,-79.6086
40.3171,-79.3822
40.6061,-79.6042
40.1392,-79.8433
40.258,-79.2052
40.3034,-79.5384
40.2229,-79.5976
40.4357,-79.5088
40.4,-79.5833
40.5121,-79.5245
40.3206,-79.5465
40.3223,-79.5779
40.2124,-79.4095
40.568,-79.7644
40.3663,-79.3641
40.3708,-79.3198
40.2863,-79.3799
40.2534,-79.6991
40.2653,-79.719
40.5221,-79.4987
40.5403,-79.5476
40.4214,-79.3448
40.404,-79.5986
40.3042,-79.7233
40.2635,-79.2742
40.2255,-79.3116
40.288,-79.4525
40.289,-79.4585
40.5467,-79.7319
40.5735,-79.5692
40.3314,-79.7404
40.5758,-79.5705
40.4054,-79.7152
40.3228,-79.5816
40.4435,-79.582
40.1596,-79.8654
40.217,-79.6719
40.2971,-79.5218
40.2107,-79.7481
40.4285,-79.7006
40.3424,-79.76
40.5627,-79.7633
40.4284,-79.6978
40.2841,-79.4452
40.1027,-79.5943
40.1038,-79.5901
40.0984,-79.5881
40.5656,-79.7638
40.0977,-79.5938
40.3033,-79.5456
40.2736,-79.4724
40.2107,-79.7481
40.1023,-79.5926
40.0933,-79.5973
40.1028,-79.599
40.1042,-79.5851
40.3131,-79.3897
40.3137,-79.5393
40.1896,-79.8509
40.2885,-79.3875
40.3274,-79.7196
40.2958,-79.394
40.1062,-79.2401
40.2003,-79.2865
40.124,-79.5549
40.2274,-79.5909
40.0894,-79.3423
40.3241,-79.3678
40.2794,-79.5044
40.3635,-79.7735
40.399,-79.5795
40.5262,-79.4702
40.3999,-79.5829
40.3533,-79.7015
40.2615,-79.2688
40.3108,-79.6184
40.3239,-79.3723
40.2971,-79.4794
40.2119,-79.605
40.2958,-79.394
40.3135,-79.5381
40.2912,-79.355
40.107,-79.3731
40.47,-79.5904
40.5869,-79.7494
40.2615,-79.2687
40.3173,-79.6789
40.2859,-79.5275
40.1957,-79.734
40.1467,-79.8855
40.5993,-79.5629
40.3588,-79.6612
40.561,-79.7669
40.2815,-79.3075
40.2904,-79.464
40.3535,-79.5238
40.3489,-79.5303
40.1427,-79.4928
40.4995,-79.6302
40.5349,-79.6493
40.3513,-79.6474
40.3096,-79.7286
40.2209,-79.7751
40.5542,-79.6877
40.2911,-79.6476
40.3054,-79.5921
40.1896,-79.5035
,
40.2962,-79.4769
40.1546,-79.5558
40.3176,-79.5973
40.3804,-79.6154
40.4022,-79.2634
40.4412,-79.5299
40.207,-79.2609
40.3172,-79.6839
40.1757,-79.6201
40.3113,-79.3293
40.3218,-79.7139
40.4105,-79.6203
40.2172,-79.6313
40.1303,-79.8754
40.2162,-79.6163
40.3033,-79.5364
40.1864,-79.8398
40.3663,-79.6747
40.6012,-79.5855
40.3037,-79.5436
40.2988,-79.5564
40.1449,-79.5171
40.2133,-79.616
40.2814,-79.5458
40.1479,-79.8614
40.1367,-79.3513
40.2601,-79.7204
40.395,-79.5697
40.4894,-79.4541
40.1125,-79.3899
40.129,-79.292
40.1246,-79.3016
40.3304,-79.6189
40.1073,-79.3777
40.2371,-79.7766
40.3017,-79.4763
40.326,-79.7361
40.4046,-79.7115
40.2235,-79.6057
40.4701,-79.5902
40.3198,-79.3857
40.204,-79.7606
40.427,-79.7009
40.1848,-79.8405
40.3315,-79.7714
40.2967,-79.4778
40.5806,-79.6423
40.5871,-79.6484
40.1715,-79.5619
40.2327,-79.8032
40.1238,-79.5556
40.1847,-79.4606
40.3202,-79.3494
40.3721,-79.5443
40.3985,-79.4221
40.313,-79.6785
40.3302,-79.7372
40.3036,-79.5396
40.4881,-79.6118
40.3145,-79.7236
40.5022,-79.6046
40.2904,-79.464
40.4922,-79.6922
40.3623,-79.772
40.6131,-79.6214
40.3306,-79.7384
40.65,-79.6603
40.3002,-79.5435
40.2575,-79.1647
40.4289,-79.5128
40.3985,-79.4221
40.5505,-79.6678
40.5676,-79.748
40.1595,-79.8648
40.2486,-79.2496
40.4042,-79.5992
40.6424,-79.6755
40.2904,-79.4641
40.123,-79.3998
40.4819,-79.5908
40.2945,-79.5546
40.2079,-79.6197
40.1453,-79.5916
40.3072,-79.5389
40.5683,-79.7524
40.2897,-79.3711
,
40.1807,-79.6136
40.3489,-79.2848
40.3235,-79.365
40.1222,-79.5506
40.2114,-79.663
40.287,-79.5467
40.6126,-79.6052
40.5795,-79.7584
40.1552,-79.7757
40.1753,-79.5084
40.4247,-79.6998
40.3113,-79.6194
40.2857,-79.3163
40.3989,-79.5616
40.1429,-79.8408
40.3375,-79.7466
40.2116,-79.584
40.2885,-79.3706
40.2952,-79.4746
40.279,-79.4792
40.3299,-79.709
40.3185,-79.6824
40.6146,-79.6198
40.3296,-79.6047
40.2547,-79.2141
40.588,-79.7208
40.2263,-79.5856
40.2637,-79.5648
40.1547,-79.5617
40.489,-79.4604
40.5286,-79.5219
40.1822,-79.8047
40.3378,-79.6922
40.2647,-79.6549
40.3057,-79.5774
40.2766,-79.5286
40.1306,-79.8644
40.2595,-79.7299
40.2645,-79.4569
40.4125,-79.2469
40.1761,-79.6236
40.2499,-79.2465
40.3677,-79.6777
40.3995,-79.4198
40.3677,-79.6777
40.4195,-79.6537
40.4125,-79.6307
,
40.5779,-79.5694
40.3809,-79.5729
40.6225,-79.6389
40.3465,-79.7264
40.3844,-79.6392
40.4458,-79.68
40.2995,-79.5433
40.5768,-79.6193
40.2701,-79.5347
40.3063,-79.5652
40.303,-79.5039
40.285,-79.7044
40.2013,-79.8344
40.3402,-79.7543
40.2874,-79.3729
40.3458,-79.5777
40.32,-79.3693
40.1526,-79.7745
40.283,-79.2422
40.3515,-79.6476
40.139,-79.8424
40.3288,-79.6831
40.2117,-79.4098
40.2624,-79.6196
40.3388,-79.7494
40.3108,-79.5472
40.307,-79.3754
40.3112,-79.6073
40.1545,-79.4328
40.286,-79.617
40.2833,-79.4876
40.0681,-79.2724
40.1505,-79.2819
40.1697,-79.5964
40.2321,-79.4211
40.4609,-79.6983
40.2036,-79.8371
40.3295,-79.7343
40.3131,-79.485
40.3218,-79.5656
40.3191,-79.3619
40.3084,-79.3313
40.3106,-79.614
40.3064,-79.5749
40.3194,-79.3457
40.3147,-79.6756
40.1601,-79.8806
40.3296,-79.7332
40.4894,-79.5985
40.5329,-79.5957
40.3046,-79.5082
40.2857,-79.3846
40.1389,-79.6459
40.4283,-79.6965
40.2263,-79.3756
40.5548,-79.765
40.4435,-79.582
40.5999,-79.6803
40.2956,-79.5653
40.555,-79.7095
40.3296,-79.7343
40.5648,-79.755
40.2635,-79.2763
40.5676,-79.7537
40.298,-79.5427
40.5649,-79.7685
40.4095,-78.9927
40.3062,-79.5757
40.5856,-79.7104
40.311,-79.756
40.399,-79.5795
40.1392,-79.8424
40.2678,-79.2381
40.3067,-79.7121
40.43,-79.6978
40.269,-79.189
40.4271,-79.7009
40.3031,-79.5339
40.1375,-79.6286
40.3347,-79.3173
40.3069,-79.5053
40.2939,-79.5702
40.13,-79.8748
40.427,-79.7009
40.6031,-79.5568
40.3224,-79.4093
40.3833,-79.3918
40.4028,-79.4102
40.3026,-79.5282
40.3955,-79.6225
40.1483,-79.5434
40.5903,-79.6965
40.3635,-79.7735
40.3513,-79.5286
40.1115,-79.5698
40.2718,-79.3688
40.2051,-79.7535
40.1321,-79.8438
40.1079,-79.3821
40.1079,-79.3821
40.2965,-79.5597
40.3987,-79.4218
40.3817,-79.5725
40.3137,-79.6714
40.3229,-79.3117
40.3152,-79.3951
40.2849,-79.3901
40.1752,-79.6164
40.3542,-79.1181
40.1258,-79.5514
40.5949,-79.6741
40.3008,-79.5523
40.3112,-79.661
40.3117,-79.3768
40.3147,-79.6756
40.2194,-79.7137
40.49,-79.6943
40.1419,-79.5095
40.3104,-79.6264
40.2998,-79.4874
40.3542,-79.6516
40.1458,-79.8967
40.1266,-79.4288
40.2408,-79.4808
40.215,-79.6063
40.3054,-79.6734
40.2332,-79.6198
40.1362,-79.8436
40.3034,-79.5393
40.6061,-79.6042
40.1104,-79.5722
40.1864,-79.5323
40.3551,-79.6509
40.4243,-79.6669
40.2649,-79.2278
40.2867,-79.3191
40.3194,-79.3457
40.3147,-79.6756
40.5849,-79.7572
40.1583,-79.8218
40.3488,-79.555
40.2059,-79.6219
40.4047,-79.5386
40.3292,-79.6078
40.4636,-79.589
40.257,-79.1846
40.4294,-79.6977
40.3387,-79.7491
40.2963,-79.5201
40.3008,-79.5463
40.1605,-79.8824
40.1615,-79.884
40.2971,-79.4794
40.1513,-79.7737
40.2116,-79.6008
40.3443,-79.5052
40.2126,-79.725
40.1887,-79.7008
40.2514,-79.2224
40.3187,-79.5978
40.3976,-79.4606
40.4213,-79.3438
40.4054,-79.4049
40.3125,-79.7809
40.2975,-79.5228
40.2737,-79.5231
40.134,-79.8564
40.3098,-79.3724
40.3943,-79.5842
40.491,-79.4845
40.5739,-79.7697
40.2728,-79.4938
40.6161,-79.6269
40.3238,-79.7345
40.2904,-79.464
40.3015,-79.4925
40.2599,-79.2011
40.2127,-79.7934
40.3537,-79.5982
40.5854,-79.7096
40.3791,-79.6895
40.5877,-79.7466
40.6061,-79.6042
40.2618,-79.6463
40.3378,-79.3349
40.2794,-79.5274
40.5138,-79.5496
40.1543,-79.7786
40.2845,-79.3936
40.3551,-79.6511
40.2651,-79.4855
40.3252,-79.3739
40.3759,-79.6765
40.3388,-79.6766
40.2191,-79.6027
40.1991,-79.8309
40.4271,-79.6985
40.5806,-79.7587
40.3933,-79.1578
40.1701,-79.5592
40.3285,-79.7076
40.2599,-79.1465
40.3288,-79.5975
40.323,-79.3113
40.4049,-79.5364
40.3677,-79.6777
40.1291,-79.8453
40.4252,-79.6705
40.3015,-79.5198
40.3663,-79.3137
40.1236,-79.4132
40.2863,-79.3799
40.1931,-79.687
40.2171,-79.6113
40.6061,-79.6042
40.3033,-79.5364
40.1183,-79.376
40.405,-79.7134
40.3169,-79.5481
40.5647,-79.7459
40.2649,-79.4168
40.1445,-79.5149
40.3393,-79.5777
40.5607,-79.7029
40.3108,-79.5472
40.289,-79.394
40.2405,-79.3991
40.6089,-79.6688
40.3545,-79.6493
40.3107,-79.6193
40.181,-79.5653
40.5879,-79.7468
40.2742,-79.6018
40.2089,-79.7728
40.5866,-79.765
40.3955,-79.6225
40.5869,-79.7494
40.6177,-79.621
40.3551,-79.6511
40.4273,-79.6937
40.0799,-79.3551
40.38,-79.6754
40.3376,-79.3726
40.3348,-79.3416
40.3226,-79.3127
40.3171,-79.5217
40.1199,-79.5621
40.068,-79.2702
40.1594,-79.8718
40.2835,-79.5403
40.5718,-79.7642
40.1389,-79.8526
40.2984,-79.3998
40.3591,-79.6757
40.2858,-79.3178
40.2731,-79.5522
40.2721,-79.5528
40.3784,-79.0723
40.2255,-79.3684
40.4072,-79.4246
40.5022,-79.4653
40.4008,-79.4158
40.3062,-79.5998
40.1797,-79.8317
40.1726,-79.7983
40.1784,-79.546
40.2284,-79.6116
40.4359,-79.5816
40.1332,-79.7441
40.4653,-79.6075
40.1355,-79.8459
40.143,-79.8414
40.2869,-79.5845
40.6089,-79.6108
40.16,-79.5995
40.1369,-79.5496
40.2859,-79.5275
40.3227,-79.5703
40.1361,-79.8437
40.303,-79.5474
40.3498,-79.7674
40.1515,-79.9005
40.251,-79.7768
40.1599,-79.8589
40.5835,-79.758
