_id,ID,STATUS,NAME,LOCATION,MUNIC,ZIPCITY,ZIPCODE,COUNTY,X_COORD,Y_COORD,RESTRICT,CAPACITY,OWNER,PARK_FEE,D_PARK_FEE,M_PARK_FEE,SERV_TRANS,TRANS_OP_1,TRANS_OP_2
54,76,OPEN,I-79 EXIT 43-RT 519-HOUSTON BORO,RT. 519 (HILL CHURCH HOUSTON RD.),HOUSTON BOROUGH,CANONSBURG,15317,WASHINGTON,40.24580999999999875171852181665599346160888671875,-80.20310000000000627551344223320484161376953125,NONE,18,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,NO,NONE,NONE
55,78,OPEN,THORN RUN-RT 51 BETWEEN 4TH AVE & 5TH AVE-CORAOPOLIS,RT. 51 AT THORN RUN RD.,MOON TOWNSHIP,CORAOPOLIS,15108,ALLEGHENY,40.52282000000000294903657049871981143951416015625,-80.1764299999999963119989843107759952545166015625,NONE,110,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
56,79,OPEN,NEVILLE ISLAND-I-79 EXIT 65-GRAND AVE-NEVILLE TWP,GRAND AVE. AT HUBERT ST.,NEVILLE TOWNSHIP,PITTSBURGH,15225,ALLEGHENY,40.5136600000000015597834135405719280242919921875,-80.13483999999999696228769607841968536376953125,NONE,239,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
57,80,OPEN,WEST BUSWAY-SHERADEN STA-CHARTIERS AVE-SHERADEN,CHARTIERS AVE. OPPOSITE MUNICIPAL ST.,CITY OF PITTSBURGH,PITTSBURGH,15204,ALLEGHENY,40.4520600000000030149749363772571086883544921875,-80.0515999999999934289007796905934810638427734375,TRANSIT ONLY,177,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
58,81,OPEN,WEST BUSWAY-CRAFTON STA-STATION ST-CRAFTON,STATION ST. OFF NOBLE AVE.,CRAFTON BOROUGH,PITTSBURGH,15205,ALLEGHENY,40.43502000000000151658241520635783672332763671875,-80.0669099999999929195837466977536678314208984375,TRANSIT ONLY,106,PRIVATE,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
59,82,OPEN,WEST BUSWAY-KNIGHTS OF COLUMBUS-W CRAFTON AVE-CRAFTON,10 W. CRAFTON AVE. OFF CRENNELL AVE.,CRAFTON BOROUGH,PITTSBURGH,15205,ALLEGHENY,40.43650999999999839928932487964630126953125,-80.06779000000000223735696636140346527099609375,TRANSIT ONLY,50,PRIVATE,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
60,83,OPEN,WEST BUSWAY-CARNEGIE STA-MAIN ST-CARNEGIE,VETERANS WAY BETWEEN MAIN ST. & LOGAN ST.,CARNEGIE BOROUGH,CARNEGIE,15106,ALLEGHENY,40.4054000000000002046363078989088535308837890625,-80.0909400000000033514879760332405567169189453125,TRANSIT ONLY,215,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
61,85,OPEN,WEST BUSWAY-BELL AVENUE STA-BELL AVE-CARNEGIE,BELL AVE. AT HARRISON ST.,CARNEGIE BOROUGH,CARNEGIE,15106,ALLEGHENY,40.41487000000000051613824325613677501678466796875,-80.084080000000000154614099301397800445556640625,TRANSIT ONLY,34,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
62,86,OPEN,COVENANT COMMUNITY PRESBYTERIAN-GREENTREE RD-SCOTT TWP,1630 GREENTREE RD.,SCOTT TOWNSHIP,PITTSBURGH,15220,ALLEGHENY,40.40104999999999790816218592226505279541015625,-80.0652500000000060254023992456495761871337890625,NONE,75,PRIVATE,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
63,91,OPEN,UNIVERSITY BLVD AT PORT AUTHORITY DR-MOON TWP,UNIVERSITY BLVD. AT PORT AUTHORITY DR.,MOON TOWNSHIP,CORAOPOLIS,15108,ALLEGHENY,40.50372999999999734654920757748186588287353515625,-80.224279999999993151504895649850368499755859375,NONE,600,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
64,92,OPEN,AMBRIDGE BOROUGH MUNICIPAL COMPLEX-11TH ST-AMBRIDGE,11TH ST. BETWEEN DUSS AVE. & MELROSE AVE.,AMBRIDGE BOROUGH,AMBRIDGE,15003,BEAVER,40.5928320000000013578755897469818592071533203125,-80.2283910000000020090737962163984775543212890625,NONE,160,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,BEAVER COUNTY TRANSIT AUTHORITY,PORT AUTHORITY OF ALLEGHENY COUNTY
65,93,OPEN,WOODVILLE-RT 50 AT THOMS RUN RD-COLLIER TWP,RT. 50 (WASHINGTON PIKE) OPPOSITE THOMS RUN RD.,COLLIER TOWNSHIP,BRIDGEVILLE,15017,ALLEGHENY,40.38112000000000278987499768845736980438232421875,-80.0944899999999933015715214423835277557373046875,TRANSIT ONLY,136,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
66,95,OPEN,EXPRESSWAY TRAVEL CTR-I-376 EXIT 42-PLEASANT DR-CENTER TWP,131 PLEASANT DR. OPPOSITE AUTUMN ST.,CENTER TOWNSHIP,ALIQUIPPA,15001,BEAVER,40.63378999999999763304003863595426082611083984375,-80.318659999999994170138961635529994964599609375,TRANSIT ONLY,201,BEAVER COUNTY TRANSIT AUTHORITY,NO,0,0,YES,BEAVER COUNTY TRANSIT AUTHORITY,NONE
67,97,OPEN,BCTA TRANSIT CENTER-W WASHINGTON ST-ROCHESTER,W. WASHINGTON ST. AT RHODE ISLAND AVE.,ROCHESTER BOROUGH,ROCHESTER,15074,BEAVER,40.70058000000000220097717829048633575439453125,-80.2841800000000063164407038129866123199462890625,TRANSIT ONLY,136,BEAVER COUNTY TRANSIT AUTHORITY,NO,0,0,YES,BEAVER COUNTY TRANSIT AUTHORITY,NONE
68,98,OPEN,NORTHERN LIGHTS SHOPPING CENTER-RT 65-ECONOMY BORO,W. STATE ST. OFF RT. 65 (OHIO RIVER BLVD.),ECONOMY BOROUGH,BADEN,15005,BEAVER,40.656080000000002883098204620182514190673828125,-80.2365099999999955571183818392455577850341796875,TRANSIT ONLY,100,PRIVATE,NO,0,0,YES,BEAVER COUNTY TRANSIT AUTHORITY,NONE
69,99,OPEN,I-376 EXIT 36-BRIGHTON RD AT TUSCARAWAS RD-BRIGHTON TWP,BRIGHTON RD. AT TUSCARAWAS RD.,BRIGHTON TOWNSHIP,BEAVER,15009,BEAVER,40.69572000000000144837031257338821887969970703125,-80.36687000000000580257619731128215789794921875,NONE,30,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,NO,NONE,NONE
70,102,OPEN,BETHEL PARK LRT STA-BRIGHTWOOD RD AT LYTLE RD-BETHEL PARK,BRIGHTWOOD RD. AT LYTLE RD.,MUNICIPALITY OF BETHEL PARK,BETHEL PARK,15102,ALLEGHENY,40.333990000000000009094947017729282379150390625,-80.030655999999993355231708846986293792724609375,TRANSIT ONLY,286,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
71,103,OPEN,LIBRARY LRT STA-BROWNSVILLE RD AT PLEASANT ST-SOUTH PARK,BROWNSVILLE RD. AT PLEASANT ST.,SOUTH PARK TOWNSHIP,SOUTH PARK,15129,ALLEGHENY,40.28738100000000343925421475432813167572021484375,-80.02060000000000172803993336856365203857421875,NONE,430,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,MID MON VALLEY TRANSIT AUTHORITY
72,106,OPEN,BLAIRSVILLE-RT 119 AT RT 22-BURRELL TWP,US 119 AT US 22 (WILLIAM PENN HWY.),BURRELL TOWNSHIP,BLAIRSVILLE,15717,INDIANA,40.44488199999999977762854541651904582977294921875,-79.219909999999998717612470500171184539794921875,NONE,67,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,YES,INDIANA COUNTY TRANSIT AUTHORITY,NONE
73,107,OPEN,MMVTA TRANSIT CENTER-13TH ST AT LINCOLN AVE-CHARLEROI,13TH ST. AT RT. 88 (LINCOLN AVE.),CHARLEROI BOROUGH,CHARLEROI,15022,WASHINGTON,40.1456500000000033878677641041576862335205078125,-79.90625,NONE,10,MID MON VALLEY TRANSIT AUTHORITY,NO,0,0,YES,MID MON VALLEY TRANSIT AUTHORITY,NONE
74,108,OPEN,WEST BUSWAY-IDLEWOOD STA-IDLEWOOD RD AT MORANGE RD-CARNEGIE,IDLEWOOD RD. AT MORANGE RD.,CITY OF PITTSBURGH,PITTSBURGH,15205,ALLEGHENY,40.42548000000000030240698833949863910675048828125,-80.0728199999999930014382698573172092437744140625,TRANSIT ONLY,33,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
75,110,OPEN,MMVTA-CALIFORNIA UNIVERSITY OF PA-RT 88-WEST BROWNSVILLE,"RT. 88 (CALIFORNIA RD.), SOUTH OF EDWARD ST.",CALIFORNIA BOROUGH,WEST BROWNSVILLE,15417,WASHINGTON,40.0507759999999990441210684366524219512939453125,-79.89555699999999660576577298343181610107421875,NONE,71,MID MON VALLEY TRANSIT AUTHORITY,NO,0,0,YES,MID MON VALLEY TRANSIT AUTHORITY,FAYETTE AREA COORDINATED TRANSPORTATION
76,112,OPEN,CHAMBER PLAZA-OFF MCKEAN AVE AT 5TH ST-CHARLEROI,OFF RT. 88 (MCKEAN AVE.) AT 5TH ST.,CHARLEROI BOROUGH,CHARLEROI,15022,WASHINGTON,40.1393699999999995498001226224005222320556640625,-79.8971399999999931651473161764442920684814453125,NONE,50,PRIVATE,NO,0,0,YES,MID MON VALLEY TRANSIT AUTHORITY,NONE
77,114,OPEN,SPRING GARDEN LOOP-SPRING GARDEN AVE-SPRING GARDEN,SPRING GARDEN AVE. BETWEEN WICKLINES LN. & HAUG ST.,CITY OF PITTSBURGH,PITTSBURGH,15212,ALLEGHENY,40.466554999999999608917278237640857696533203125,-79.9853659999999990759533829987049102783203125,TRANSIT ONLY,14,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
78,117,OPEN,FACT TRANSIT CENTER-AIRPORT RD-OFF RT 119-LEMONT FURNACE,AIRPORT RD. OFF RT. 119 (UNIVERSITY DR.),DUNBAR TOWNSHIP,LEMONT FURNACE,15456,FAYETTE,39.96163200000000159661794896237552165985107421875,-79.653088999999994257450453005731105804443359375,TRANSIT ONLY,18,FAYETTE AREA COORDINATED TRANSPORTATION,NO,0,0,YES,FAYETTE AREA COORDINATED TRANSPORTATION,NONE
79,118,OPEN,NCATA TRANSFER PT-E WASHINGTON ST AT CROTON AVE-NEW CASTLE,E. WASHINGTON ST. AT N. CROTON AVE.,CITY OF NEW CASTLE,NEW CASTLE,16101,LAWRENCE,40.99958000000000168938640854321420192718505859375,-80.3414599999999978763298713602125644683837890625,NONE,250,NEW CASTLE AREA TRANSIT AUTHORITY,YES,5,0,YES,NEW CASTLE AREA TRANSIT AUTHORITY,NONE
80,120,OPEN,TARENTUM-4TH AVE AT ROSS ST-TARENTUM BORO,4TH AVE. AT ROSS ST.,TARENTUM BOROUGH,TARENTUM,15084,ALLEGHENY,40.600380000000001246007741428911685943603515625,-79.7567499999999967030817060731351375579833984375,TRANSIT ONLY,29,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
81,123,OPEN,CURRIE RD OFF RT 422-MUDDY CREEK TWP,CURRIE RD OFF US 422,MUDDY CREEK TOWNSHIP,PORTERSVILLE,16051,BUTLER,40.96847600000000255704435403458774089813232421875,-80.1440630000000027166606741957366466522216796875,NONE,25,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,NO,NONE,NONE
82,126,OPEN,CROOKHAM-RT 88 AT GINGER HILL RD-UNION TWP,RT. 88 AT GINGER HILL RD,UNION TOWNSHIP,FINLEYVILLE,15332,WASHINGTON,40.2094299999999975625541992485523223876953125,-79.9844499999999953843143885023891925811767578125,NONE,50,MID MON VALLEY TRANSIT AUTHORITY,NO,0,0,YES,MID MON VALLEY TRANSIT AUTHORITY,NONE
83,127,OPEN,MCKEESPORT TRANSPORTATION CENTER-LYSLE BLVD-MCKEESPORT,541 LYSLE BLVD,CITY OF MCKEESPORT,MCKEEPORT,15132,ALLEGHENY,40.3522099999999994679455994628369808197021484375,-79.86101999999999634383129887282848358154296875,TRANSIT ONLY,68,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
84,128,OPEN,MMVTA BUS GARAGE-E 8TH ST-DONORA,EAST 8TH ST.,DONORA BOROUGH,DONORA,15033,WASHINGTON,40.18109299999999706187736592255532741546630859375,-79.8547339999999934434526949189603328704833984375,TRANSIT ONLY,11,MID MON VALLEY TRANSIT AUTHORITY,NO,0,0,YES,MID MON VALLEY TRANSIT AUTHORITY,NONE
85,130,OPEN,FACT TRANSFER CENTER-TRANSIT DR OFF MATTHEW DR-UNIONTOWN,111 TRANSIT DR. OFF MATTHEW DR.,SOUTH UNION TOWNSHIP,UNIONTOWN,15401,FAYETTE,39.90996100000000268437361228279769420623779296875,-79.7572449999999975034370436333119869232177734375,TRANSIT ONLY,37,FAYETTE AREA COORDINATED TRANSPORTATION,NO,0,0,YES,FAYETTE AREA COORDINATED TRANSPORTATION,NONE
86,131,OPEN,UNIONTOWN-RT 51 AT TURNPIKE 43-NORTH UNION TWP,RT. 51 (PITTSBURGH RD),NORTH UNION TOWNSHIP,UNIONTOWN,15401,FAYETTE,39.9186380000000013978933566249907016754150390625,-79.724704000000002679371391423046588897705078125,NONE,92,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,YES,FAYETTE AREA COORDINATED TRANSPORTATION,NONE
87,132,OPEN,MCCONNELLS MILL-RT 19 AT RT 422-MUDDY CREEK TWP,RT. 19 AT RT. 422,MUDDY CREEK TWP,PORTERSVILLE,16051,BUTLER,40.9663699999999977308107190765440464019775390625,-80.1616099999999960346031002700328826904296875,NONE,41,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,NO,NONE,NONE
88,133,OPEN,MULDOWNEY-MULDOWNEY AVE AT INTERBORO AVE-LINCOLN PLACE,MULDOWNEY AVE. AT INTERBORO AVE.,CITY OF PITTSBURGH,PITTSBURGH,15207,ALLEGHENY,40.36847999999999814235707162879407405853271484375,-79.9138300000000043610270950011909008026123046875,TRANSIT ONLY,15,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
89,134,OPEN,LIVING WATERS FAMILY WORSHIP CENTER-PENNSYLVANIA AVE-IRWIN,8800 PENNSYLVANIA AVE,NORTH HUNTINGDON TOWNSHIP,IRWIN,15642,WESTMORELAND,40.32136299999999806686901138164103031158447265625,-79.6864690000000024383552954532206058502197265625,TRANSIT ONLY,70,PRIVATE,NO,0,0,YES,WESTMORELAND TRANSIT,NONE
90,135,OPEN,CARPENTER LANE-RT 30-NORTH HUNTINGDON TWP,ROUTE 30 WEST OF CARPENTER LANE,NORTH HUNTINGDON TOWNSHIP,IRWIN,15642,WESTMORELAND,40.346327000000002271917765028774738311767578125,-79.7656510000000054105839808471500873565673828125,TRANSIT ONLY,250,WESTMORELAND COUNTY TRANSIT AUTHORITY,NO,0,0,YES,WESTMORELAND TRANSIT,NONE
91,136,OPEN,RT 28 EXIT 18-FREEPORT RD-SOUTH BUFFALO TWP,FREEPORT RD SOUTH OF RT 28 IN SLATE LICK,SOUTH BUFFALO TOWNSHIP,FREEPORT,16229,ARMSTRONG,40.7557680000000033260221243835985660552978515625,-79.643742000000003145032678730785846710205078125,NONE,52,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,NO,NONE,NONE
92,137,OPEN,RT 422 WEST OF RT 388-SHENANGO TWP,RT 422 BETWEEN RT 388 AND BALDWIN ROAD,SHENANGO TOWNSHIP,NEW CASTLE,16101,LAWRENCE,40.97594500000000294903657049871981143951416015625,-80.2752650000000045338310883380472660064697265625,NONE,188,NEW CASTLE AREA TRANSIT AUTHORITY,NO,0,0,YES,NEW CASTLE AREA TRANSIT AUTHORITY,NONE
93,138,OPEN,PLUM-RT 286 AT NEW TEXAS RD-PLUM BORO,RT 286 (GOLDEN MILE HWY.) AT NEW TEXAS RD.,PLUM BOROUGH,PITTSBURGH,15239,ALLEGHENY,40.45038000000000266709321294911205768585205078125,-79.7134999999999962483343551866710186004638671875,TRANSIT ONLY,64,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
94,142,OPEN,MID TOWN PLAZA-450 S MAIN ST-GREENSBURG,450 S MAIN ST,MUNICIPALITY OF GREENSBURG,CITY OF GREENSBURG,15601,WESTMORELAND,40.29831999999999680994733353145420551300048828125,-79.5439199999999999590727384202182292938232421875,TRANSIT ONLY,45,WESTMORELAND TRANSIT,NO,0,0,YES,WESTMORELAND TRANSIT,NONE
95,143,OPEN,FIVE STAR TRAIL-HIGHLAND AVE AT PITTSBURGH ST-GREENSBURG,430 E PITTSBURGH ST,MUNICIPALITY OF GREENSBURG,CITY OF GREENSBURG,15601,WESTMORELAND,40.302740000000000009094947017729282379150390625,-79.536709999999999354258761741220951080322265625,TRANSIT ONLY,28,WESTMORELAND TRANSIT,NO,0,0,YES,WESTMORELAND TRANSIT,NONE
96,145,OPEN,RT 88 AT MCKEAN AVE-NORTH CHARLEROI,RT 88 AT MCKEAN AVE,CHARLEROI BOROUGH,CHARLEROI,15022,WASHINGTON,40.14656000000000091176843852736055850982666015625,-79.906440000000003465174813754856586456298828125,NONE,19,MID MON VALLEY TRANSIT AUTHORITY,NO,0,0,YES,MID MON VALLEY TRANSIT AUTHORITY,NONE
97,147,OPEN,HAMPTON-RT 8 NEAR DUNCAN AVE-HAMPTON TWP,WILLIAM FLYNN HWY (RT 8) SOUTH OF DUNCAN AVE.,HAMPTON TOWNSHIP,ALLISON PARK,15101,ALLEGHENY,40.5586430000000035533957998268306255340576171875,-79.9595479999999980691427481360733509063720703125,NONE,80,PENNSYLVANIA DEPARTMENT OF TRANSPORTATION,NO,0,0,YES,BUTLER TRANSIT AUTHORITY,NONE
98,148,OPEN,HARMAR-OFF FREEPORT RD AT ALPHA DR-HARMAR TWP,THE LANDINGS SHOPPING CENTER AT ALPHA DR. OFF OF FREEPORT RD.,HARMAR TOWNSHIP,PITTSBURGH,15238,ALLEGHENY,40.53984100000000267982613877393305301666259765625,-79.8360689999999948440745356492698192596435546875,TRANSIT ONLY,167,PORT AUTHORITY OF ALLEGHENY COUNTY,NO,0,0,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
99,149,OPEN,FOREST HILLS PRESBYTERIAN CHURCH-ARDMORE BLVD-FOREST HILLS,1840 ARDMORE BLVD.,FOREST HILLS BOROUGH,PITTSBURGH,15221,ALLEGHENY,40.4253939999999971632860251702368259429931640625,-79.861681000000004360117600299417972564697265625,NONE,100,PRIVATE,YES,2,25,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
100,150,OPEN,NED'S FITNESS SUPPLIES-SAW MILL RUN BLVD-OVERBROOK,2859 SAW MILL RUN BLVD.,CITY OF PITTSBURGH,PITTSBURGH,15227,ALLEGHENY,40.37808400000000119689502753317356109619140625,-79.98714499999999816282070241868495941162109375,NONE,20,PRIVATE,YES,1.5,23.5,YES,PORT AUTHORITY OF ALLEGHENY COUNTY,NONE
101,151,OPEN,TRINITY UNITED CHURCH OF CHRIST-E PITTSBURGH ST-DELMONT BORO,39 EAST PITTSBURGH ST.,DELMONT BOROUGH,DELMONT,15626,WESTMORELAND,40.41303599999999818237483850680291652679443359375,-79.5689660000000031914169085212051868438720703125,NONE,20,PRIVATE,NO,0,0,YES,WESTMORELAND TRANSIT,NONE
102,152,OPEN,GLADE RUN CHURCH-RT 8 NEAR BROWNS HILL RD-MIDDLESEX TWP,1091 PITTSBURGH RD.,MIDDLESEX TOWNSHIP,VALENCIA,16059,BUTLER,40.71557200000000165118763106875121593475341796875,-79.9290830000000056543285609222948551177978515625,TRANSIT ONLY,14,PRIVATE,NO,0,0,YES,BUTLER TRANSIT AUTHORITY,NONE
103,153,OPEN,PULLMAN SQUARE-CDC DRIVE AT S 6TH AVE-BUTLER,120 PULLMAN SQUARE,CITY OF BUTLER,CITY OF BUTLER,16001,BUTLER,40.85880499999999670990291633643209934234619140625,-79.9091149999999998954081092961132526397705078125,TRANSIT ONLY,50,BUTLER TRANSIT AUTHORITY,NO,0,0,YES,BUTLER TRANSIT AUTHORITY,NONE
104,154,OPEN,EDCO PARK-W MAIN ST AT RAILROAD ST-EVANS CITY,154 W. MAIN ST.,EVANS CITY BOROUGH,EVANS CITY,16033,BUTLER,40.76928000000000196223481907509267330169677734375,-80.065888000000001056832843460142612457275390625,TRANSIT ONLY BETWEEN LABOR DAY AND MEMORIAL DAY.,51,PRIVATE,NO,0,0,YES,BUTLER TRANSIT AUTHORITY,NONE
105,155,OPEN,CROSSROADS PLAZA-S MAIN ST AT US 30-GREENSBURG,1075 S. MAIN ST.,CITY OF GREENSBURG,GREENSBURG,15601,WESTMORELAND,40.28622699999999667852534912526607513427734375,-79.5469489999999979090716806240379810333251953125,TRANSIT ONLY,45,PRIVATE,NO,0,0,YES,WESTMORELAND TRANSIT,NONE
106,156,OPEN,BAIR BLVD AT N CENTER AVE-NEW STANTON,325 NORTH CENTER AVE.,NEW STANTON BOROUGH,NEW STANTON,15672,WESTMORELAND,40.21960899999999838883013580925762653350830078125,-79.6109979999999950450728647410869598388671875,TRANSIT ONLY,38,WESTMORELAND COUNTY TRANSIT AUTHORITY,NO,0,0,YES,WESTMORELAND TRANSIT,NONE
107,157,OPEN,COUNTRYSIDE PLAZA AT PORTER AVE-MT PLEASANT,396 COUNTRYSIDE PLAZA,MT PLEASANT BOROUGH,MT PLEASANT,15666,WESTMORELAND,40.12835199999999957753971102647483348846435546875,-79.5491310000000027002897695638239383697509765625,TRANSIT ONLY,10,PRIVATE,NO,0,0,YES,WESTMORELAND TRANSIT,NONE
108,158,OPEN,CHIPPEWA TOWN CENTER-RT 51-BEAVER FALLS,100 CHIPPEWA TOWN CENTER,CHIPPEWA TOWNSHIP,BEAVER FALLS,15010,WESTMORELAND,40.782093000000003257810021750628948211669921875,-80.38231799999999793726601637899875640869140625,NONE,125,PRIVATE,NO,0,0,YES,BEAVER COUNTY TRANSIT AUTHORITY,NONE
